,text,link
55,Contact us,https://urldefense.com/v3/__https://u2200291.ct.sendgrid.net/ls/click?upn=u001.7NUpb4dreem-2B48bFhZSu27ajdIGV3X3cnAeStipkmiB-2BxYl0xBgE0mFrWF2fuEaXEARdUaiVbVTSNxRH0VlZ76t2aru5DB9pd6qlAlLkovZmSmLk-2FgjuTXXR9Z79qc41SB9QRDqS0JexQ1-2FxDKsSulK90HS5QnNdgDE9ip4TLWh6b02-2BEDdW8aehveSqL0hAr4gqgYkVd-2FqlGmzGxOF1PgPLoQruAO8EMwhgrQu6eqF28G1rz54iYpFPpKP-2BudnlwO-z_6TYg-2FY-2BgGabRK8R-2BzONYbXP475l4SE9-2BTisbrtc4Tw94SzfciyIJ7W07gew7MEixV5h49KsPaTrGjFH5JITAbHw7XxT8FspWgblbFlA45ZcC1RhWI7TJ3zV01S5o7tnK6GcJ4yv4BKI6vfq9FXpsKo6ULHPeJhUum9w0inMz-2FGpQeAfQEb38l-2B6fEI-2BzlGGcLb-2FjlKFGDoJlsAuGca-2B5GoQMP7Qu89pdhnLNjC6P4M-2FFV10yxf95a5-2BvjEP4PLzbxrMK5-2FApw28WTKzzxahAwgiivb2lmi0oNXuqYigZw0oB0l9Diy60cPi4alhSLbM-2BKHPE7gOVK2eVohL77h67pqMRnjeSxpexHZMYqCxP6VE-3D__;!!CKcPr9h30w!ZX3GIhogpus5ejRhIuWA4rdtSoMYsjOxe5CIG2XBfatar4gvqWcqSxdyN9LMZGFCNGH0lYkqq6zATVcSs1KGZ7JtGTlW$
56,,https://urldefense.com/v3/__https://u2200291.ct.sendgrid.net/ls/click?upn=u001.7NUpb4dreem-2B48bFhZSu2w9Oif9eWKNnxCDwY0-2BMbY-2FLHO0BDVkeQeX1T78FC7RufPEAx3cETn8GTgNsVN3AHpfWUbyjV69T9-2F0OTG-2Firpj-2BNX7DJfw3WT-2Bjg3ud3K05DYUDN4d-2B7jvDExYfkDMCBarJ8-2FDr26gO4FJ6LMyJsjCkrCnkxctn1E632Ol-2FyG-2BqzBox_6TYg-2FY-2BgGabRK8R-2BzONYbXP475l4SE9-2BTisbrtc4Tw94SzfciyIJ7W07gew7MEixV5h49KsPaTrGjFH5JITAbHw7XxT8FspWgblbFlA45ZcC1RhWI7TJ3zV01S5o7tnK6GcJ4yv4BKI6vfq9FXpsKrtdpgp3zAQ-2FFAgIcQU1Z1jDYv5EwCC-2BXFG5x1ouiUJayxTqdtkx24qhr-2FLsl-2BCk-2FPbBmBIvcsJbkS9XBiLYjBT9L-2FJAWfV8Ey5HpQVKSWkx-2BU0l-2BWN4QV-2FdfZjN3O923ErkK1HoqT0UeslcV4YdSjluVxJaMbyTkPfsAcP4n1TjGeA0JdTjpALLSEwrSlNKvRDTvuM4hXKNWpbcS1LGvec-3D__;!!CKcPr9h30w!ZX3GIhogpus5ejRhIuWA4rdtSoMYsjOxe5CIG2XBfatar4gvqWcqSxdyN9LMZGFCNGH0lYkqq6zATVcSs1KGZz2CP-oA$
57,proposal.canada@accuracy.com,mailto:proposal.canada@accuracy.com
58,HOME,https://urldefense.com/v3/__https://u2200291.ct.sendgrid.net/ls/click?upn=u001.7NUpb4dreem-2B48bFhZSu29QwNeVrEWkGQfoEw3PcmgZBPpnJdX-2FvpdgP5LzgV0DUgdxvqaDwMTfXu8Fjs3meQJ1K6rjZJGlS4iNzvvTO61knCe9jpQurn0breNOI0cFOTpUWHRFCVWceoPsb8XJsjYPj4CRnb0F7T-2F81ssjYRJcrXRzW8mxEaC6nP-2F9VBAQV1THI_6TYg-2FY-2BgGabRK8R-2BzONYbXP475l4SE9-2BTisbrtc4Tw94SzfciyIJ7W07gew7MEixV5h49KsPaTrGjFH5JITAbHw7XxT8FspWgblbFlA45ZcC1RhWI7TJ3zV01S5o7tnK6GcJ4yv4BKI6vfq9FXpsKtKP1FAaVQrsqoOlBUoFIdEoeCSZf1eene6gVrRKstVdceyEbVX5esEI-2F2wLlt-2BeZFtUhQNX7sAl86E3lT74G1M-2Bv5948YKa93ee0mLMVkmny8zNanBHzwOvrwFYTIeG2VfvJUGNZs1QLAYsb9CyFK9C7qwx8zDtFVwDptP4kky2pgm4anMLbIzgJxru8zvD8jjiVi8ytJZnoO-2BgTIx5xi4-3D__;!!CKcPr9h30w!ZX3GIhogpus5ejRhIuWA4rdtSoMYsjOxe5CIG2XBfatar4gvqWcqSxdyN9LMZGFCNGH0lYkqq6zATVcSs1KGZ_ma4gGS$
59,HOME,https://urldefense.com/v3/__https://u2200291.ct.sendgrid.net/ls/click?upn=u001.7NUpb4dreem-2B48bFhZSu29QwNeVrEWkGQfoEw3PcmgZBPpnJdX-2FvpdgP5LzgV0DUgdxvqaDwMTfXu8Fjs3meQJ1K6rjZJGlS4iNzvvTO61knCe9jpQurn0breNOI0cFOTpUWHRFCVWceoPsb8XJsjYPj4CRnb0F7T-2F81ssjYRJcrXRzW8mxEaC6nP-2F9VBAQV1THI_6TYg-2FY-2BgGabRK8R-2BzONYbXP475l4SE9-2BTisbrtc4Tw94SzfciyIJ7W07gew7MEixV5h49KsPaTrGjFH5JITAbHw7XxT8FspWgblbFlA45ZcC1RhWI7TJ3zV01S5o7tnK6GcJ4yv4BKI6vfq9FXpsKtKP1FAaVQrsqoOlBUoFIdEoeCSZf1eene6gVrRKstVdceyEbVX5esEI-2F2wLlt-2BeZFtUhQNX7sAl86E3lT74G1M-2Bv5948YKa93ee0mLMVkmny8zNanBHzwOvrwFYTIeG2VfvJUGNZs1QLAYsb9CyFK9C7qwx8zDtFVwDptP4kky2pgm4anMLbIzgJxru8zvD8jjiVi8ytJZnoO-2BgTIx5xi4-3D__;!!CKcPr9h30w!ZX3GIhogpus5ejRhIuWA4rdtSoMYsjOxe5CIG2XBfatar4gvqWcqSxdyN9LMZGFCNGH0lYkqq6zATVcSs1KGZ_ma4gGS$
60,P2600003 - Technical Committee support/expertise including disposition of public review comments - amendment - 1,https://urldefense.com/v3/__https://u2200291.ct.sendgrid.net/ls/click?upn=u001.7NUpb4dreem-2B48bFhZSu28YBd-2BF3ionLXoESVZnIlQjVUwihILLgB5kZRGd8KAE-2Fh2efEV0rnhDOoa8R-2FAPrq5nMkOF3f-2BzmQC3bSdP4MItwWPgLsCcMgJ-2FxWr-2BMZW4fBPGJUuFjeI2qoJvAe5gHyZnE8c8U2IQp43i-2BNhZpKlQ4iNTf4KlEOXirlW5iIrDA4b1gjARFmT3072QUXCPGHoRhQiHObDD-2B3bkZR8Lcrt-2BW8ppBWSDsKUka0OhOpnoAexgLCVon94-2FpJ9CXdebdP1PLQfmL1vfl-2BVvtMKImrlo2Z5a92qUsGy0MTFy9WOQAFPD__6TYg-2FY-2BgGabRK8R-2BzONYbXP475l4SE9-2BTisbrtc4Tw94SzfciyIJ7W07gew7MEixV5h49KsPaTrGjFH5JITAbHw7XxT8FspWgblbFlA45ZcC1RhWI7TJ3zV01S5o7tnK6GcJ4yv4BKI6vfq9FXpsKnOfIyC3yM5RzfwRgn2jiX0hGBh3-2Bmrkyyar0JhUtsnbyqb8HLuKo72UErAwnSB3jNU4xFMcYjckXCpYycczde7c7nf8jNPiq9q7AwTHbB-2FDNdD5KNXKkOuai5znUBfYjGJHEUR7AuJwNc19WgBb3Pg2O8-2FtdEkaTFOztXNHSqiFSXnLcf7vY0-2F6gKBgcVg6DJ4meLnUgGmb25qDv0c2k7M-3D__;!!CKcPr9h30w!ZX3GIhogpus5ejRhIuWA4rdtSoMYsjOxe5CIG2XBfatar4gvqWcqSxdyN9LMZGFCNGH0lYkqq6zATVcSs1KGZ-QjHfqD$
61,merx@merx.com,mailto:merx@merx.com
62,P2600003 - Technical Committee support/expertise including disposition of public review comments - amendment - 1,https://urldefense.com/v3/__https://u2200291.ct.sendgrid.net/ls/click?upn=u001.7NUpb4dreem-2B48bFhZSu28YBd-2BF3ionLXoESVZnIlQjVUwihILLgB5kZRGd8KAE-2Fh2efEV0rnhDOoa8R-2FAPrq5nMkOF3f-2BzmQC3bSdP4MItwWPgLsCcMgJ-2FxWr-2BMZW4fBPGJUuFjeI2qoJvAe5gHyZnE8c8U2IQp43i-2BNhZpKlQ4iNTf4KlEOXirlW5iIrDA4b1gjARFmT3072QUXCPGHoRhQiHObDD-2B3bkZR8Lcrt-2BW8ppBWSDsKUka0OhOpnoAexgLCVon94-2FpJ9CXdebdP1PLQfmL1vfl-2BVvtMKImrlo2Z5a92qUsGy0MTFy9WOQAFPD__6TYg-2FY-2BgGabRK8R-2BzONYbXP475l4SE9-2BTisbrtc4Tw94SzfciyIJ7W07gew7MEixV5h49KsPaTrGjFH5JITAbHw7XxT8FspWgblbFlA45ZcC1RhWI7TJ3zV01S5o7tnK6GcJ4yv4BKI6vfq9FXpsKnOfIyC3yM5RzfwRgn2jiX0hGBh3-2Bmrkyyar0JhUtsnbyqb8HLuKo72UErAwnSB3jNU4xFMcYjckXCpYycczde7c7nf8jNPiq9q7AwTHbB-2FDNdD5KNXKkOuai5znUBfYjGJHEUR7AuJwNc19WgBb3Pg2O8-2FtdEkaTFOztXNHSqiFSXnLcf7vY0-2F6gKBgcVg6DJ4meLnUgGmb25qDv0c2k7M-3D__;!!CKcPr9h30w!ZX3GIhogpus5ejRhIuWA4rdtSoMYsjOxe5CIG2XBfatar4gvqWcqSxdyN9LMZGFCNGH0lYkqq6zATVcSs1KGZ-QjHfqD$
63,merx@merx.com,mailto:merx@merx.com
64,"1111, Saint-Charles Street WestEast Tower, Suite 352Longueuil, Quebec, J4K 5G4Canada",https://urldefense.com/v3/__https://u2200291.ct.sendgrid.net/ls/click?upn=u001.7NUpb4dreem-2B48bFhZSu29wolLzKySCKD3dg5I-2B3742t-2BNewtOMnZZKR7Bp6tH35MO5mtNaBH2cBBbqGKCUrzeURjhy9vzXh6Sbe8A3tzrypiDtAsQCqAj-2BlgiVhCWcnatnL4tBQIAJLZTuOnPnT5CRKIDXkd9mS7siQG6G0hk3MqlwutASUMmtlZheSfS5GbFJdEJb37psq-2B7r9YgdbdMo5qw-2FcfgUj8Hwe-2FLzj-2FcLtw4OG2mAL1NUCciBrlG5b-2F69TrRLayWcSM4RsMxlGgeoAEeUc1JvqhPvRPcDnYW1R-2F8lVPmYcir0fN54MV8J2I-7C_6TYg-2FY-2BgGabRK8R-2BzONYbXP475l4SE9-2BTisbrtc4Tw94SzfciyIJ7W07gew7MEixV5h49KsPaTrGjFH5JITAbHw7XxT8FspWgblbFlA45ZcC1RhWI7TJ3zV01S5o7tnK6GcJ4yv4BKI6vfq9FXpsKjnVWF8efYnHYX8JF-2BtlnJQoiFxztfUKun7sLEoI4m0XI9rThnkVEHlv7j7w2Yg78Mt2sLW8zS0GGZH9Kpr8cnRwC0sJOO5rJsEY87wLXu37tX0noHmCO9xbPOo2T1KZmSKIGLAtwt908aCTu1Wzp9Iui4Io3pSadGuclPTHFp5HUjRasdyDLP-2B5c4fje-2F-2B5ba3AnXQJmiit-2BuhZJ3r15yY-3D__;!!CKcPr9h30w!ZX3GIhogpus5ejRhIuWA4rdtSoMYsjOxe5CIG2XBfatar4gvqWcqSxdyN9LMZGFCNGH0lYkqq6zATVcSs1KGZ8feN78A$
65,update your account,https://urldefense.com/v3/__https://u2200291.ct.sendgrid.net/ls/click?upn=u001.7NUpb4dreem-2B48bFhZSu28YBd-2BF3ionLXoESVZnIlQjIX8OjCjEC-2F6me27CUw9AeCGRtRwgtY0CoMg9ZtjW9FqlUQFlYGYCa0TNtF-2FaboB-2F9I9Bg0ynjDgeqLbt4c1yE1xwg-2FrzVYVeV-2F0oCLKJjG-2Fl2MeQkmSJvC-2B3GCI5uWyBhahO6clxY1JGrSrs8gqwM3z7dbPbHm6SA3GHCuaD7jRJaPl4TEkGaFDCx-2Fosl8I1lgmTBx2C5YZ-2BjV6-2FapndkLq0iO5aZHtWeEttBArWpWg-3D-3DNEoS_6TYg-2FY-2BgGabRK8R-2BzONYbXP475l4SE9-2BTisbrtc4Tw94SzfciyIJ7W07gew7MEixV5h49KsPaTrGjFH5JITAbHw7XxT8FspWgblbFlA45ZcC1RhWI7TJ3zV01S5o7tnK6GcJ4yv4BKI6vfq9FXpsKgSYxzaEb7A697VXDXOZttRNuVFBx9PASnDCwutaMDdfxmCLGHoAluNm6cvM4yOMORRbC5xOmaNj6mYgTf-2BBRsmABFc7hG0ZHtk6CnYB4cw0bUgDY0Ne7lZpFkp0GxYjrMHzVy5GjJHl2TZBVtkta0kFo630UIJ3fvRYEgCIfQzEF8hbnMhS89DYDUdTZh8m2SwkT2U6xUpV7cWbz7vSRVk-3D__;!!CKcPr9h30w!ZX3GIhogpus5ejRhIuWA4rdtSoMYsjOxe5CIG2XBfatar4gvqWcqSxdyN9LMZGFCNGH0lYkqq6zATVcSs1KGZ7V1y90F$
66,modify your subscription,https://urldefense.com/v3/__https://u2200291.ct.sendgrid.net/ls/click?upn=u001.7NUpb4dreem-2B48bFhZSu28soBkLZBCU4HRHjSgcHwUwKwWEyh0KOmJ76B3aGFTG-2FA4yXa2tjwTs5yHDiNe9swTykjyG6IQa1YYY3SGX-2FLCXf2S8rYOtq-2BG5s35dJAcwRc1Bt5UvJYFrs15dqdhaysOiiOP57r7h-2FuvVZ5bKYMFR7-2FTKpA3cO8utvkDhlAZBA6pG8WCJ7TOllS0yOrbDyroXMHEoaUwUix6cadl34sAU-3D7H7W_6TYg-2FY-2BgGabRK8R-2BzONYbXP475l4SE9-2BTisbrtc4Tw94SzfciyIJ7W07gew7MEixV5h49KsPaTrGjFH5JITAbHw7XxT8FspWgblbFlA45ZcC1RhWI7TJ3zV01S5o7tnK6GcJ4yv4BKI6vfq9FXpsKsasHG5V-2BMpajagIXF3-2B-2F2hEvIRm2z6uUL2wW959OCCGBgCc6kjvCyWak7FlxNf5KBD5aAnW47RIXKNGzvkuFJh02-2FkeD9ZvbcCsgfFaJztPPYJwHMGo7b26YXUN8FLLsKfX4d3LFBv2-2FqsOuddoJ4jh3CPc0ryXLgae9Y2bw3Voy1-2BE4x-2By-2BLt8kt9rix7gMEJ4eNRnki1UBDJe6WOa0Mg-3D__;!!CKcPr9h30w!ZX3GIhogpus5ejRhIuWA4rdtSoMYsjOxe5CIG2XBfatar4gvqWcqSxdyN9LMZGFCNGH0lYkqq6zATVcSs1KGZ0-CMtPK$
67,Terms and Conditions,https://urldefense.com/v3/__https://u2200291.ct.sendgrid.net/ls/click?upn=u001.7NUpb4dreem-2B48bFhZSu27ajdIGV3X3cnAeStipkmiB-2BxYl0xBgE0mFrWF2fuEaXvgn-2By2Jzzhedz-2BViC-2FazPqofgN6dihIZ7s7pytVJBo85feQ-2FmLuaiesSKZAiau2CnauuiUailpmlbTcvF2PVDSQtnQp1na5XwcX206eI7M-2BGSEFfXrBqaeCicVL8-2B-2FVlAQ5KJaOInIGrcViENDSZWSFjoCePyEKxsNIG9sZKCUXSC1Cn37G8j2CrBuiDQak-2Fm1NLtzCa5qnKoYQLoEI11w-3D-3DFoWP_6TYg-2FY-2BgGabRK8R-2BzONYbXP475l4SE9-2BTisbrtc4Tw94SzfciyIJ7W07gew7MEixV5h49KsPaTrGjFH5JITAbHw7XxT8FspWgblbFlA45ZcC1RhWI7TJ3zV01S5o7tnK6GcJ4yv4BKI6vfq9FXpsKoDjIOYokBbRwtl-2FYWAV95Q5A-2FjyXxD4JBuM-2BJ7WacFh6lBEFtKY7fr9oc8TDZdddzyMIwCCA066ObgUQ49gkbd5V3piPaLLmrfXgRANKMb3vucFW3r3WN3syqQnHRoBbSsrteaxPFIecX2yjiMBDJ4VSYlZiqeKJRX9BYT-2FCYwOrrJQeIGMMGbwl7VWaC6AFUvl4veoSnS0knv1HqmNrDk-3D__;!!CKcPr9h30w!ZX3GIhogpus5ejRhIuWA4rdtSoMYsjOxe5CIG2XBfatar4gvqWcqSxdyN9LMZGFCNGH0lYkqq6zATVcSs1KGZ-5KXtm4$
68,Privacy Policy,https://urldefense.com/v3/__https://u2200291.ct.sendgrid.net/ls/click?upn=u001.7NUpb4dreem-2B48bFhZSu27ajdIGV3X3cnAeStipkmiB-2BxYl0xBgE0mFrWF2fuEaX8uRz7NNM4QmKMLt-2FgC50o-2FzBmxiW0kZ8QmOR39XFKs1h0RLwsMQmC-2FbA3TC-2FrFjEq3fJ1YmCP7oN7gZWz8mCuxdQzPwEsS-2BFq0W07Ut2Ast5cA1ORuWnHN91Waa6Chsjo8ywk-2B3emrQYczol-2BNF3teB9XYUx3eIkTV4TgEhShLat7UylG5-2BPALjYbNRO16okAZXRLTHK83nLa0-2FLgpc-2B3g-3D-3DB58k_6TYg-2FY-2BgGabRK8R-2BzONYbXP475l4SE9-2BTisbrtc4Tw94SzfciyIJ7W07gew7MEixV5h49KsPaTrGjFH5JITAbHw7XxT8FspWgblbFlA45ZcC1RhWI7TJ3zV01S5o7tnK6GcJ4yv4BKI6vfq9FXpsKtySSLX6UoM-2FlZCwupNXorP9CWace49QDE-2BbNyIXSLh3tsoNPFCRKiDwCtHfnWVSEQUat18Rbz7K8vUhYR7Yu-2BcLN2nuE-2BYTpRpkZaa8F6sTshajGeO2TFy9cqjSB0pRJTEmf1D-2BLrrSMbMb0VKKNgUCfqBSmvJz8eL8xU2FXsG9SrHj27ppbryJzoYvOVW27ec9Rdw3TGOZphePxaWUrkQ-3D__;!!CKcPr9h30w!ZX3GIhogpus5ejRhIuWA4rdtSoMYsjOxe5CIG2XBfatar4gvqWcqSxdyN9LMZGFCNGH0lYkqq6zATVcSs1KGZ_LSp125$
69,Contact us,https://urldefense.com/v3/__https://u2200291.ct.sendgrid.net/ls/click?upn=u001.7NUpb4dreem-2B48bFhZSu27ajdIGV3X3cnAeStipkmiB-2BxYl0xBgE0mFrWF2fuEaXEARdUaiVbVTSNxRH0VlZ76t2aru5DB9pd6qlAlLkovZmSmLk-2FgjuTXXR9Z79qc41SB9QRDqS0JexQ1-2FxDKsSulK90HS5QnNdgDE9ip4TLWh6b02-2BEDdW8aehveSqL0hAr4gqgYkVd-2FqlGmzGxOF1PgPLoQruAO8EMwhgrQu6eqF28G1rz54iYpFPpKP-2BudnlwO-z_6TYg-2FY-2BgGabRK8R-2BzONYbXP475l4SE9-2BTisbrtc4Tw94SzfciyIJ7W07gew7MEixV5h49KsPaTrGjFH5JITAbHw7XxT8FspWgblbFlA45ZcC1RhWI7TJ3zV01S5o7tnK6GcJ4yv4BKI6vfq9FXpsKo6ULHPeJhUum9w0inMz-2FGpQeAfQEb38l-2B6fEI-2BzlGGcLb-2FjlKFGDoJlsAuGca-2B5GoQMP7Qu89pdhnLNjC6P4M-2FFV10yxf95a5-2BvjEP4PLzbxrMK5-2FApw28WTKzzxahAwgiivb2lmi0oNXuqYigZw0oB0l9Diy60cPi4alhSLbM-2BKHPE7gOVK2eVohL77h67pqMRnjeSxpexHZMYqCxP6VE-3D__;!!CKcPr9h30w!ZX3GIhogpus5ejRhIuWA4rdtSoMYsjOxe5CIG2XBfatar4gvqWcqSxdyN9LMZGFCNGH0lYkqq6zATVcSs1KGZ7JtGTlW$
70,,https://urldefense.com/v3/__https://u2200291.ct.sendgrid.net/ls/click?upn=u001.7NUpb4dreem-2B48bFhZSu2w9Oif9eWKNnxCDwY0-2BMbY-2FLHO0BDVkeQeX1T78FC7RufPEAx3cETn8GTgNsVN3AHpfWUbyjV69T9-2F0OTG-2Firpj-2BNX7DJfw3WT-2Bjg3ud3K05DYUDN4d-2B7jvDExYfkDMCBarJ8-2FDr26gO4FJ6LMyJsjCkrCnkxctn1E632Ol-2FyG-2BqzBox_6TYg-2FY-2BgGabRK8R-2BzONYbXP475l4SE9-2BTisbrtc4Tw94SzfciyIJ7W07gew7MEixV5h49KsPaTrGjFH5JITAbHw7XxT8FspWgblbFlA45ZcC1RhWI7TJ3zV01S5o7tnK6GcJ4yv4BKI6vfq9FXpsKrtdpgp3zAQ-2FFAgIcQU1Z1jDYv5EwCC-2BXFG5x1ouiUJayxTqdtkx24qhr-2FLsl-2BCk-2FPbBmBIvcsJbkS9XBiLYjBT9L-2FJAWfV8Ey5HpQVKSWkx-2BU0l-2BWN4QV-2FdfZjN3O923ErkK1HoqT0UeslcV4YdSjluVxJaMbyTkPfsAcP4n1TjGeA0JdTjpALLSEwrSlNKvRDTvuM4hXKNWpbcS1LGvec-3D__;!!CKcPr9h30w!ZX3GIhogpus5ejRhIuWA4rdtSoMYsjOxe5CIG2XBfatar4gvqWcqSxdyN9LMZGFCNGH0lYkqq6zATVcSs1KGZz2CP-oA$
71,"1111, Saint-Charles Street WestEast Tower, Suite 352Longueuil, Quebec, J4K 5G4Canada",https://urldefense.com/v3/__https://u2200291.ct.sendgrid.net/ls/click?upn=u001.7NUpb4dreem-2B48bFhZSu29wolLzKySCKD3dg5I-2B3742t-2BNewtOMnZZKR7Bp6tH35MO5mtNaBH2cBBbqGKCUrzeURjhy9vzXh6Sbe8A3tzrypiDtAsQCqAj-2BlgiVhCWcnatnL4tBQIAJLZTuOnPnT5CRKIDXkd9mS7siQG6G0hk3MqlwutASUMmtlZheSfS5GbFJdEJb37psq-2B7r9YgdbdMo5qw-2FcfgUj8Hwe-2FLzj-2FcLtw4OG2mAL1NUCciBrlG5b-2F69TrRLayWcSM4RsMxlGgeoAEeUc1JvqhPvRPcDnYW1R-2F8lVPmYcir0fN54MV8J2I-7C_6TYg-2FY-2BgGabRK8R-2BzONYbXP475l4SE9-2BTisbrtc4Tw94SzfciyIJ7W07gew7MEixV5h49KsPaTrGjFH5JITAbHw7XxT8FspWgblbFlA45ZcC1RhWI7TJ3zV01S5o7tnK6GcJ4yv4BKI6vfq9FXpsKjnVWF8efYnHYX8JF-2BtlnJQoiFxztfUKun7sLEoI4m0XI9rThnkVEHlv7j7w2Yg78Mt2sLW8zS0GGZH9Kpr8cnRwC0sJOO5rJsEY87wLXu37tX0noHmCO9xbPOo2T1KZmSKIGLAtwt908aCTu1Wzp9Iui4Io3pSadGuclPTHFp5HUjRasdyDLP-2B5c4fje-2F-2B5ba3AnXQJmiit-2BuhZJ3r15yY-3D__;!!CKcPr9h30w!ZX3GIhogpus5ejRhIuWA4rdtSoMYsjOxe5CIG2XBfatar4gvqWcqSxdyN9LMZGFCNGH0lYkqq6zATVcSs1KGZ8feN78A$
72,update your account,https://urldefense.com/v3/__https://u2200291.ct.sendgrid.net/ls/click?upn=u001.7NUpb4dreem-2B48bFhZSu28YBd-2BF3ionLXoESVZnIlQjIX8OjCjEC-2F6me27CUw9AeCGRtRwgtY0CoMg9ZtjW9FqlUQFlYGYCa0TNtF-2FaboB-2F9I9Bg0ynjDgeqLbt4c1yE1xwg-2FrzVYVeV-2F0oCLKJjG-2Fl2MeQkmSJvC-2B3GCI5uWyBhahO6clxY1JGrSrs8gqwM3z7dbPbHm6SA3GHCuaD7jRJaPl4TEkGaFDCx-2Fosl8I1lgmTBx2C5YZ-2BjV6-2FapndkLq0iO5aZHtWeEttBArWpWg-3D-3DNEoS_6TYg-2FY-2BgGabRK8R-2BzONYbXP475l4SE9-2BTisbrtc4Tw94SzfciyIJ7W07gew7MEixV5h49KsPaTrGjFH5JITAbHw7XxT8FspWgblbFlA45ZcC1RhWI7TJ3zV01S5o7tnK6GcJ4yv4BKI6vfq9FXpsKgSYxzaEb7A697VXDXOZttRNuVFBx9PASnDCwutaMDdfxmCLGHoAluNm6cvM4yOMORRbC5xOmaNj6mYgTf-2BBRsmABFc7hG0ZHtk6CnYB4cw0bUgDY0Ne7lZpFkp0GxYjrMHzVy5GjJHl2TZBVtkta0kFo630UIJ3fvRYEgCIfQzEF8hbnMhS89DYDUdTZh8m2SwkT2U6xUpV7cWbz7vSRVk-3D__;!!CKcPr9h30w!ZX3GIhogpus5ejRhIuWA4rdtSoMYsjOxe5CIG2XBfatar4gvqWcqSxdyN9LMZGFCNGH0lYkqq6zATVcSs1KGZ7V1y90F$
73,modify your subscription,https://urldefense.com/v3/__https://u2200291.ct.sendgrid.net/ls/click?upn=u001.7NUpb4dreem-2B48bFhZSu28soBkLZBCU4HRHjSgcHwUwKwWEyh0KOmJ76B3aGFTG-2FA4yXa2tjwTs5yHDiNe9swTykjyG6IQa1YYY3SGX-2FLCXf2S8rYOtq-2BG5s35dJAcwRc1Bt5UvJYFrs15dqdhaysOiiOP57r7h-2FuvVZ5bKYMFR7-2FTKpA3cO8utvkDhlAZBA6pG8WCJ7TOllS0yOrbDyroXMHEoaUwUix6cadl34sAU-3D7H7W_6TYg-2FY-2BgGabRK8R-2BzONYbXP475l4SE9-2BTisbrtc4Tw94SzfciyIJ7W07gew7MEixV5h49KsPaTrGjFH5JITAbHw7XxT8FspWgblbFlA45ZcC1RhWI7TJ3zV01S5o7tnK6GcJ4yv4BKI6vfq9FXpsKsasHG5V-2BMpajagIXF3-2B-2F2hEvIRm2z6uUL2wW959OCCGBgCc6kjvCyWak7FlxNf5KBD5aAnW47RIXKNGzvkuFJh02-2FkeD9ZvbcCsgfFaJztPPYJwHMGo7b26YXUN8FLLsKfX4d3LFBv2-2FqsOuddoJ4jh3CPc0ryXLgae9Y2bw3Voy1-2BE4x-2By-2BLt8kt9rix7gMEJ4eNRnki1UBDJe6WOa0Mg-3D__;!!CKcPr9h30w!ZX3GIhogpus5ejRhIuWA4rdtSoMYsjOxe5CIG2XBfatar4gvqWcqSxdyN9LMZGFCNGH0lYkqq6zATVcSs1KGZ0-CMtPK$
74,Terms and Conditions,https://urldefense.com/v3/__https://u2200291.ct.sendgrid.net/ls/click?upn=u001.7NUpb4dreem-2B48bFhZSu27ajdIGV3X3cnAeStipkmiB-2BxYl0xBgE0mFrWF2fuEaXvgn-2By2Jzzhedz-2BViC-2FazPqofgN6dihIZ7s7pytVJBo85feQ-2FmLuaiesSKZAiau2CnauuiUailpmlbTcvF2PVDSQtnQp1na5XwcX206eI7M-2BGSEFfXrBqaeCicVL8-2B-2FVlAQ5KJaOInIGrcViENDSZWSFjoCePyEKxsNIG9sZKCUXSC1Cn37G8j2CrBuiDQak-2Fm1NLtzCa5qnKoYQLoEI11w-3D-3DFoWP_6TYg-2FY-2BgGabRK8R-2BzONYbXP475l4SE9-2BTisbrtc4Tw94SzfciyIJ7W07gew7MEixV5h49KsPaTrGjFH5JITAbHw7XxT8FspWgblbFlA45ZcC1RhWI7TJ3zV01S5o7tnK6GcJ4yv4BKI6vfq9FXpsKoDjIOYokBbRwtl-2FYWAV95Q5A-2FjyXxD4JBuM-2BJ7WacFh6lBEFtKY7fr9oc8TDZdddzyMIwCCA066ObgUQ49gkbd5V3piPaLLmrfXgRANKMb3vucFW3r3WN3syqQnHRoBbSsrteaxPFIecX2yjiMBDJ4VSYlZiqeKJRX9BYT-2FCYwOrrJQeIGMMGbwl7VWaC6AFUvl4veoSnS0knv1HqmNrDk-3D__;!!CKcPr9h30w!ZX3GIhogpus5ejRhIuWA4rdtSoMYsjOxe5CIG2XBfatar4gvqWcqSxdyN9LMZGFCNGH0lYkqq6zATVcSs1KGZ-5KXtm4$
